1diena	pirmdiena
truba	caurule,klausule
trūba	caurule,bazūne
trūbāt	taurēt
truba-vili	neveiksme
trube	caurule
trūbe	caurule
trubelis	trijnieks
trūbēt	taurēt
trubiņa	klausule
trubis-1	caurule,trumulis
trubs	truls,neass
trubulis	trijnieks
truceklis	inde
trucekne	inde
truceknis	inde
trūcelīgs	bailīgs
trūcenieks	trūkumcietējs
trūcens	trūkums
trucēt	indēt
trūcība	nabadzība,trūcīgums
trūcīgai	trūcīgi
trucīgs-2	plecīgs
trūcīgs	nemantīgs,nabadzīgs,vienpusīgs,aprobežots
trūcīgums	trūcība
trūcināt	baidīt
trūcins	trūkums
trucis-1	muciņa
trucis-2	trusis
trucīt	indēt
trucītis	muciņa
tručēt	indēt
tručiņa	inde
tručiņš	inde
trūda	kūdra
trūdainis	trūdains
trūdaļa	trūdi
trūdēja	trūdējums
trūdeklis	trūdi
trūdekļi	trūdi
trūdeksnis	trūdājs
trūdēt-1	pūt
trūdēt-2	sērot
trūdēži	saprofīti
trūdība	trūdi,puvums
trūdiens	puvums
trūdīgs	sērīgs
trūdinis	lecekts
trūdīt	trūdināt
trūdīties	skumt,žēloties
trūdulīte	trūdaļiņa
truduļi	bārkstis
trūduļi	puvekļi
trūdvielas	humuss
trudzinka	darbdiena
truhaķ	onanēt
truhņīt	baidīties
trukāt	plaisāt
trukāties	mosties,bīties
trūkažāties	baidīties
truknēt	trūdēt
trukņīties	baidīties
truksnis	sainis,drusciņa
trukšķināt-1	skopoties
trukšķināties	skopoties
trukt-1	trūkt
trukt-2	izturēt,paciest,paciesties,kavēties,aizkavēties
trūkt-2	nebūt
truktele	meitene
trukts	paciņa,saišķis
trūkumains	nepilnīgs,kļūdains
trūkumīgs	trūcīgs
trūkums-1	trūcība
trūkums-2	trūce
trūkumzāle	trūkumzālīte
trulais	trijnieks
trule	vagonete
trulenis	muļķis
trulība	trulums
truliķis	muļķis
trulis-2	vagonete,tramvajs
trulis-3	trulītis
trulītis-2	vagonete
trulprātība	trulums,plānprātība
trulprātīgs	muļķīgs
trulprātiņš	muļķis
truls	neass,aprobežots,vienaldzīgs,nejūtīgs,dobjš,vienmuļš,vienveidīgs,riebīgs
truļīt	dzert
truļka	trijnieks
truļņiks	trijnieks
truļš	truls-1,neass
trūļš	truls
truma	novadcaurule
trumbs	puns,uzpampums
trumbulis	trijnieks
trumete	trompete
trumetne	trompete
trumiete	trompete
trumiņš-1	tējkanna
trumlapas	māllēpe
trummete	trompete
trumetnieks	taurētājs
trumpa	trumpis,cigarete
trumpāt-2	dzert
trumpe-1	taure
trumpe-2	trumpis
Trumpe	strumpe,Mazupe
trumpēt-3	dzert,strēbt
trumpete	trompete
trumpjš	truls,neass
trums-1	augonis,plaisa,lūzums,netikums
trums-2	trumulis
trumulis	bungas,trijnieks
trunains	gļotains
trunas	trūdi
trune	puve
trunējums	trupējums
trunēt	trupēt,snaust,trūdēt
truni	trūdi
truns-2	augonis
truntulains	svītrains
truntulots	svītrains
trupalns	trupans
trupans	trapans,trausls,vārgs
trupeknis	trupējums,puvums,sliņķis
trupēknis	trupējums,puvums,sliņķis
trupeksnis	trupējums,puvums,sliņķis
trupēksnis	trupējums,puvums,sliņķis
trupens	irdens
trupēns	trupējums,puvums,sliņķis
trupēt	trūdēt
trupināt	drupināt
trupins	drupans,irdens
trupkāt	smēķēt
truplis	trupens
trupoties	pulcēties,sanākt
trups	bars,pulks
trupt	trupēt,drupt
trūpta	zirgs
trūre	skumjas,bēdas
trūrēt	bēdāties,skumt
trūrīgs	skumīgs,bēdīgs
trusaki	apakšbikses
trusas	apakšbikses
trusene	strutene
trusenes	apakšbikses
trūsenes	apakšbikses
trusens	drupans,trausls,irdens
trusēt	kalst,nīkt,šķiedroties,notrūkt
trusikas	apakšbikses
trusiki	apakšbikses
trusins	drupans,trausls
trusis-1	zaķis,gļēvulis,apsauka
trusis-2	paeglis,niedre,donis
trūsla	gruži
trūslas	gruži
truslens	drupans,irdens
trusls-1	trausls,bailes,biklums,slinks,kūtrs,truls,neass,mazs,sīks
trusnis-2	resnis
trusnīt	rāpot
trusnīties	slinkot,valstīties
trusoni	apakšbikses
trusons	trusis
truss	trausls
trusts	trests
truša	cūka,netīrelis
truši	trusis
trušināties	trušāties
trušiņš	vāvere,trusītis,zaķītis
trušls	trausls
trušņāties	trušāties
trutes	strutas
trūve	sēras
trūvēt	sērot
trūvīgs	skumjš,bēdīgs
tsp	tējkarote
tsuga-1	hemlokegle
Tš	taškenta
tu-2	tur
tū-2	tūliņ,tūlīt,tuvs
tū-3	divnieks
tūba-1	tūbiņa
tūba-2	veltenis
tūbains	biezs
tubene	tualete
tūbenieks	rukata
tuberkoloze	tuberkuloze
tuberkula	tuberkuls
tuberkulis	tuberkuls
tuberkuloza	tuberkuloze
tuberoza	tuberoze
tūbes	tūba-2
tūbiņa	tūba-1
tubjis	tūbīte
tubrālis	tudraugs
tubulārs	cauruļveida
tuburetka	taburete
tubzene	tualete
tubziks	tualete
tubzis	tualete
tūcains	apmācies,mākoņains
tūce	mākonis
tūcēt	mīcīt,spaidīt
tucināt-1	pietūkt,briest
tucināt-2	ducināt
tūcināt-2	tūcīt
tūcināt-3	ducināt
tucis	druķis,muca
tūcis-1	puns,tulzna
tūcis-2	tūce
tucīt	bāzt,aizbāzt,spaidīt,mīcīt
tūcīt	bāzt,spiest,spaidīt,mīdīties,spaidīties,plosīties,trakot
tūcīties	tūļāties,spaidīties,plosīties,mīdīties
Tuckum	Tukums
tuča	tirgus
tučans	druķis
tučiņš	nazis
tūdal	tūdaļ
tūdalīgs	tūlītējs,steidzams
tūdalin	tūdaļ
tūdalīn	tūdaļ
tūdaliņ	tūliņ,tūlīt
tūdaliņas	tūdaļ,tūlīt
tūdalīt	tūdaļ
tūdalītās	tūdaļ
tūdaļ	tūliņ,tūlīt
tūdaļin	tūdaļ
tūdēt	taurēt,dūkt
tūdieviņš	tārtiņš
tūdievs	tārtiņš
tūdīt	mudināt,skubināt,kūdīt
tudraudzība	tubrālības
tufļas	kurpes,apavi
tufta	meli,nepatiesība,aplamība,viltojums
tui-1	gluži,gandrīz
tuibis	sapals
tuimeklis	muļķīgs,aprobežots,nesaprātīgs,stīvs,neveikls,flegmatisks,slinks
tuimīgs	muļķīgs
tuimis	muļķīgs,aprobežots,nesaprātīgs,stīvs,neveikls,flegmatisks,slinks
tuims	traks,negudrs,neprātīgs,lempīgs
tuīms	muļķīgs,aprobežots,stīvs
tuja	tūja
tūja	dzīvībaskoks
tujāk	tuvāk
tujāks	tuvāks
tūjāt	gatavot,taisīt
tūjāties	tūļāties
tujējs	tuvējs
tujenieks	radinieks
tujināt	tuvināt
tujnieks	tuvinieks
tujs	tuvs
tujš	tuvs
tujums	tuvums
tuju-1	tuvu,tuvāk
tūka	uztūkums,pampums,kļūda
tukānputns	tukāns
tukas	raudzības
tūkas	raudzības
tūkāt	burzīt
tuki	mati
tūklapa	māllēpe
tūklapas	māllēpe
tuklēties	baroties
tuklība	tuklums
tukls	sulīgs
tuks	kneija,branga
tūks-1	pampums,uztūkums
tūksis	uztūkums
tuksn.	tuksnesis
tuksna	tuksnesis
tūksna-1	tūkums,pampums
tūksnains-2	apmācies,purvains,muklains
tūksne	tūkums,pampums
tuksnesājs	damaksnējs
tuksnese	tuksnesis
tuksnesība	tuksnesīgums
tuksnesīgi	tuksnesīgs
tūksnesis	tuksnesis
tuksnešains	tuksnesīgs
tuksnešainums	tuksnesīgums
tuksnešnieks	vientulis,vientuļnieks
tuksnīgs	tuksnesīgs,vientuļš
tuksnīt	tusnīt
tuksnītis	vientuļnieks
tūkss	tūkšis
tūkst	tūkt
tūkst.	tūkstotis
tūkstants	tūkstotis
tukstēt	pukstēt,pulsēt
tūkstosis	tūkstotis
tūkstoša	tūkstotis,tūkstoš
tūkstošains	tūkstoškārtīgs
tūkstošdaļsekunde	milisekunde
tūkstošgadējs	tūkstošgadīgs
tūkstošgalvu	tūkstošgalvains
tūkstoškārtām	tūkstoškārt
tūkstošnieks	tūkstotis
tūkstošs	tūkstotis,tūkstoš
tūkstotdaļa	tūkstošdaļa
tuksts	puksts
tūkstuža	tūkstotis
tūkša	uztūkums,tūska
tūkšā	tukšs
tukšelnieks	trūkumcietējs
tukšenieks	tukšinieks
tukšēt	pukstēt,pulsēt
tūkšēt	tūkšķēt-1,krākt
tukšgaita	brīvgaita,bezdarbība
tukšgalvība	vieglprātība,muļķība
tukšgrabis	pļāpa
tukšība	tukšības,blēņas
tukšīgs	melīgs,muļķīgs,trūcīgs,nabadzīgs
tukšināties	tērēties
tukšiņš	pļāpa
tukšis	pļāpa,terkšķis
tūkšis	uztūkums,satūkums,pampums,tūska
tukšīt	tukšot
tukšīties	tukšoties
tukškaliete	tukškale
tūkšķēt-1	taukšēt,krākt
tūkšķēt-2	pampt,uzpampt,uzpūsties
tukšķināt	klaudzināt,klauvēt,pukstēt
tūkšlapas	māllēpe
tukšmaņi	paslēpenes
tukšniecīgs	nabadzīgs,tukšs
tūkšņlapa	māllēpe
tūkšņlapas	māllēpe
tukšotnes	tukšatnes
tukšpakausis	muļķis
tukšpatrona	salūtpatrona
tukšpaurains	mazattīstīts
tukšpauris	tukšgalvis
tukšprātiņš	muļķis
tukšprātis	tukšgalvis
tukšrocis	trūkumcietējs
tukšs	neaizņemts,neapdzīvots,brīvs,veltīgs,trūcīgs,nabadzīgs,nenozīmīgs,nepamatots,nenopietns,vieglprātīgs,neizteiksmīgs,nedzīvs
tūkšs	tūkums
tukššāviens	salūtšāviens
tūkšt-1	tūkt
tūkšt-2	žēloties
tukšulis	trūkumcietējs
tukšumi	paslēpenes,ziemeļi
tukšums	trūkums,nabadzība
tukšvalodis	pļāpa
tukšziedība	ārišķība
tukteris	piltuve,trekteris
tukturis	piltuve,trekteris
tuktūzis	cietums,piebūve
tūkuls	pietūkums
tūkums	tūska
tūkumzāle	mazpurenīte
tūkus	tūkums
Tuķis	Tukums
tula	tītars
tūla	tūļa
tūlaik	tolaik
tūlājs	tūlītējs
tulas	čuras
tūlāties	tūļāties
tulcēties	pulcēties
tulcis	sapals
tuldēt	muldēt
tuldinis	šļupstētājs
tule	caurule
tūle	tūlīt
tulējs	tuvējs
tulene	divstobrene
tulenieks	muitnieks
tūleņ	tūlīt
tulēt	iestērķelēt,iecietināt
tūlēt	taujāt
tulēties	balināties
tulgzna	tulzna
tulgznaiņš	tulznains
tūli	tūliņ
tūlī	tūliņ
tulīn	tūliņ
tūlin	tūliņ
tūlīn	tūliņ
tūlīnām	tūliņ
tulinās	tūliņ,tūlīt
tulīnās	tūliņ,tūlīt
tūlinās	tūliņ
tulināt-2	lutināt
tulināties	balināties
tūlinējs	tūlītējs
tuliņ	tūliņ
tūliņ	tūlīt
tūliņās	tūlīt
tulīņes	tūlīt
tūlis	tūļa
tūlīt	tūliņ
tūlitan	tūlīt
tūlītan	tūlīt
tūlītanās	tūlīt
tūlitās	tūlīt
tūlītās	tūlīt
tulīte	urīns
tūlītēm	tūlīt
tūliten	tūlīt
tulitenās	tūliņ,tūlīt
tulītenās	tūliņ,tūlīt
tūlītēs	tūlīt
tūlītiņ	tūliņ
tūlitiņes	tūliņ
tulītis	tītarēns
tūlītnes	tūliņ
tulk.	tulkojums,tulkotājs
tulkāt	tulkot
tulkatnis	tulks
tulkojumvaloda	mērķvaloda
tulkot	skaidrot,izprast
tulks	vārdnīca
tulle-1	muita,colla
tulle-2	caurule
tulle-3	tole-1
tulle-4	zivs
tullenieks	muitnieks
tullēt-1	sprogāt,cirtot
tullītās	tūliņ
tullīte	apakšdelms
tullūzis	muitnīca
tulms	celms,gals
tulna-2	tulzna
tūloties	slaistīties
tulpiņš	vīvaļa
tulpīties	pulcēties
tulpītis	kažoks
tulpjkoks	tulpjukoks
tulpjveidīgs	tulpjveida
tulpsis	stumbenis
tūls-1	tuvs
tulsnains	tulznains
tulstīties	tūļāties,vilcināties
tulsums	pampums,satūkums
tūlu-1	tuvu
tūlums	tuvums
tulzenes	plaukšķene-1
tulza	tulzna
tulze	tulzna,žults
tulzenis	tulzna
tulzināt	tūkt
tulzis	tulzna
tulznāt	tulznot
tulznāts	tulznains
tulznēt	dzert
tulznis	tulzna
tulznīt	tulznot,pūžņot,strutot
tulznveidīgs	tulznveida
tulzons	tulzna
tulzots	žultains
tulzt	pampt
tulzums	pampums
tūļ	tūlīt
tūļāt	tūļāties,pļāpāt
tuļāties	tūļāties
tūļavāties	tūļāties
tuļčīties	sanākt,drūzmēties
tuļēties	tūļāties
tūļi	tuvu
tūļīgums	tūļība
tuļķēt	mīcīt,aizbāzt
tuļķis	sapals,tualete
tuļļāt	zīst
tuļot	strutot
tūļot	pļāpāt
tuļoties	tūļāties
tūļoties	pļāpāt
tūļš	tuvs
tūļu-1	tuvu
tuma	tume,tumīgs
tumā	tuvu
tūmaļa	tūļa
tume	krējums
tumefakcija	piepampums
tūmējs	tuvējs
tumelis	muļķis,tumulis
tumēt	apmākties
tūmi	tuvu
tumīgs	pabiezs,tukls,pilnīgs,lekns,biezs,piesātināts,intensīvs,necaurredzams
tuminice	tuminica
tumišķains	tauks,tukls
tumišķīgs	tauks,tukls
tumišķs	tauks,tukls
tumišks	tauks,tukls,paresns,dūšīgs
tumjš	tumīgs,biezs
tumors	audzējs
tums	tumīgs,biezs,resns,mīksts,trekns,tauks,tuvs
tūms	tuvs
tumsa	tumsība,tumsonība
tumsains	tumšs
tumseklis	tumsonis
tumsēt	tumst
tumsība	tumsa
tumsināt	tumst,aptumšot
tumsinieks	tumsonis
tumsnīgs	tumsnējs
tumsnīt	tumst
tumsoņa	tumsonis
tumss	tumšs
tumst	vājināties,zust
tumšādainais	nēģeris
tumšādains	negroīds
tumšais	tumšs
tumšīte	tumšmate
tumšlapains	tumšlapu
tumšmataiņš	tumšmatains
tumšnējs	tumsnējs
tumšot	tumst,tumšināt
tumšs	tumsonīgs,zems
tumšstrīpains	tumšsvītrains
tumšt	tumst
Tumšupe	melnupe
tumu	tuvs
tūmu	tuvu
tumulis-1	muļķis
tumulis-2	mutulis
tumuls	muļķis
tumults	kņada,troksnis,dumpis
tumultuoso	trokšņaini,vētraini
tumuļains	tveicīgs
tumuļāt	apmākties
tumuļāties	vilcināties,apmākties
tumuļīgs	neveikls,tūļīgs
tumuļoties-2	apmākties
tūmums	tuvums
tuna	tuncis,tunzivs
tuncīgs	apaļīgs
tuncīt	mīcīt,dauzīt,sist
tuncīties	grūstīties,dunkāties
tundjuks	šaniraks
tunels	tunelis
tuneļveidīgs	tuneļveida
tunguzi	tungusi
tunicata	tunikāti
tunikveidīgs	tunikveida
tūnings	autostailings
tūniski	slīpi
tunnelis	tunelis
tunnels	tunelis
tunnis	cūka
tuntaļa	tūļa
tuntaļāt	tīt
tuntaļāties	tīties,tūļāties,mezgloties,mudžināties
tuntaļot	tuntelēt
tuntaža	tūļa
tuntažāt	tūļāties
tuntažāties	tūļāties
tuntelēties	vilcināties,kavēties
tunterēt	tenterēt
tuntināt-1	lutināt
tuntulēt	tuntuļot
tuntulēties	tuntuļoties
tuntulīgs	neveikls,gauss,tūļīgs
tuntulis	tūļa,kunkulis,puns
tuntuls	neveiklis
tuntuļains	mezglains,nelīdzens
tuntuļāt	tuntelēt
tuntuļāties	tuntuļoties
tuntuļi	rūgušpiens,tuntulis
tuntuļmoza	tuntuļmozis
tuntuļoties	tuntuļot,tūļāties
tunturēt-1	ietīt,ievīstīt
tunturēt-2	tenterēt
tūņa	tūļa
tūņāt	tūļāties
tūņāties	tūļāties
tuņķēties	savelties,savīstīties
tuņķoties	savelties,savīstīties
tūņoties	tūļāties
tuono	tonis
tuorps	čūska
tupaiidae	tupajveidīgie
tupajveidīgie	ciršļpērtiķi
tupaks	muļķis
tūpaļāt	tupuļot
tupaļot	tupuļot
tūpāt	tupuļot
tūpāties	tupuļot
tupecis	tupesis
tupējiens	tupiens
tupeklis	sēžamvieta,dibens,tupētājs
tupēksnis	sēžamvieta,pakaļa
tupeķis	tupētājs
tupeles	kurpes
tupelēt-1	tupuļot,locīties
tupelis	kartupelis
tupelnieks	kurpnieks
tupeļnieks	kurpnieks
tupeļsitējs	kurpnieks
tupenājs	kartupelājs
tupene	tupenis
tupenis	kartupelis
tuperklis	krusti
tupērklis-1	krusti
tupesis	guba
tupesītis	ķuģītis
tupēt	sēdēt
tupiji	gvarani
tupiks	strupceļš,veikals
tupiķis	tupētājs
tupinājs	tupenājs
tupināt	ievietot
tupinis	kartupelis
tupiņa	kartupelis
tupiņi	kartupelis
tupiņš	kartupelis
tupis	pakaļa
tupiski	tupus
tupiskus	tupus
tupisms	stulbums
tuple	kurpe
tūplene	tūplis
tuplis	tūplis
tūplis	apsauka
tūpļāt	tupuļot
tuporezs	muļķis
tups-1	guba
tups-3	dumjš,stulbs,truls,neass
tūpslis	tūplis
tūpstīties	tupstīties
tupt	tupties,tupēt
tūpties	tupties
tuptūzis	cietums,tualete,kamera
tupucis	statiņš
tupulis-1	kartupelis
tūpulis	tūplis
tupuļāt	tupstīties
tupuļot	tupstīties
tūpuļot	tupuļot
tupums	stulbums
tur	turp
tūr	tur
tura	stāja,atbalsts,piestiprinājums
turamais	rokturis
turas	sastatnes
turavāt	aizkavēt,atturēt
turba-1	sapals
turba-2	tarba,turza
turba-3	kūdra
turbala	rauda
turbe-1	sapals
turbe-2	kūdra
turbe-3	tarba
turbelārijas	skropstiņtārpi
turbellaria	skropstiņtārpi
turbellārijas	skropstiņtārpi
turbellāriji	turbelārijas
turbis	sapals
turbo	turborežīms
turco	Turku
ture	satvēriens
tureine	turiene
tureklis	rokturis
turelis	tureklis
turēlis	tureklis
turene	turiene
turēt	pārzināt,vadīt,uzskatīt,atzīt,piedalīties,rīkot,veikt,runāt,glabāt,saistīt,valdīt,aizturēt,dziedāt
turētava	tureklis
turētave	tureklis
turēteve	tureklis
turēties	darboties,strādāt,atrasties,uzturēties,nepakļauties,nepaust,valdīties,eksistēt
turētuve	tureklis
turētuvis	tureklis
turgescence	uzbriešana,uztūkšana
turgus	tirgus
turī	tur
turiens	izturīgums
turīgais	bagātnieks
turij	tur
turiķis	rokturis
turīms	turīgs
turināt	turēt
turine	turiene
turīne	turiene
turins	turīgs
turīns	turīgs
turiņ	tur
turīt	tur,turpat
turkains	sprogains
turkpupa	pupiņas
turkpupas	pupiņas
turkst	turkšēt
turkšt	rūkt
tūrkšt	tarkšķēt
turkt	rūkt
Turku	Obu
Turlau	Turlava
turme	saturs,tura,labums,garša
turmeriks	kurkuma
turnāt	traucēt
turnepss	turnepsis
turnēt	vingrot
turnipe	turnepsis
turnips	turnepsis
turnipsis	turnepsis
turnipss	turnepsis
turnipši	turnepsis
turnipšs	turnepsis
turnis-1	tornis
turnis-2	rācenis
turnis-3	krūšturis
turnups	turnepsis
turņīt	nīkt
turpāk	turp
turpam	turp
turpanāk	turp
turpat	gandrīz,drīz,tūliņ
turpatan	turpat
turpatanās	turpat
turpatās	turpat
turpatēm	turpat
turpatim	turpat
turpenāk	turp,tālāk
turpināk	turp
turpiņa	tūta
turpiņš	tūta
turplīg	turpmāk
turplikām	turpmāk
turplikam	turpmāk
turplikums	turpinājums
turpnāk	turpmāk
turpret	turpretī,turpretim
turpš	turp
turšķis	pļāpa,pļāpāt,caureja
turta	īpašums,manta
turunda	supozitorijs
turza	tūta
tūs	daudz
tusēt-1	elsot,stenēt
tusēt-2	sist,pērt
tusēt-3	biedroties,satikties,svinēt
tusēties	biedroties,satikties,svinēt
tusiņš	sarīkojums,ballīte,satikšanās,biedrošanās,kautiņš
tusis	sarīkojums,ballīte
tusīt	sist,kaustīt
tusīte	sarīkojums,ballīte
tusīties-1	svinēt
tusīties-2	kauties
tūska	māllēpe
tūskene	māllēpe
tūskis	tūska
tūsklapa	māllēpe
tūsklapas	māllēpe
tūskot	tūkt,aust-1
tūsks	tūska-1
tūskt	tūkt
tūskulapas	māllēpe
tūskums	tūska
tusna	lempis,tūļa
tusnāt	tusnīt
tusnēt	tusnīt
tusnīties	tusnīt
tusnoties	tusnīties
tusns-1	nopūta,vaids
tusns-2	kluss
tusņi	plati
tusonis	sarīkojums,viesības,ballīte
tusons	sarīkojums,ballīte
tusoties	biedroties,satikties,svinēt
tusovatsja	izklaidēties
tusovka	sarīkojums,ballīte
tuss	sarīkojums,ballīte
tūss-1	daudz
tūss-2	pietūkums
tussilago	māllēpes
tussiņš	sarīkojums,ballīte,diskotēka
tust	tusnīt
tūstīt	tīstīt
tūstīties	tīstīties,tūļāties
tūstoklis	vīstoklis
tūstošs	tūkstošais
tūstotis	tūkstotis
tuša	tušs
tušanuķ	pagrūst
tušīties	tūļāties
tuška	ateja
tūška	uztūkums,uzpampums
tuškāt	iet
tuškavāt	sautēt
tuškīt	tukšot
tūškīt	tukšot
tušks	tukšs
tūšks-1	tukšs
tūšks-2	pampums,tulzna
tūškt	tūkt,tūskt
tuškumi	tukšumi
tuškumpuse	dienvidaustrumi
tūškums	tūkums
tūšķēt	tūkt
tušķis-1	kušķis
tušķis-2	tulzna
tūšķis-1	vīšķis,zīdeklis,knupītis
tūšķis-2	tūska
tūšķis-3	nelabais
tūšķīt	tūkt
tūšļāties	tūļāties
tušņāt	tusnīt
tūšņāt	elst,stenēt,tusnīt
tušņīties	tūļāties
tušņot	tusnīt
tuta	vista
tūta	turza,neveiksme,nepatikšanas
tūtaiņš	tūtainis
tutaļāties	ietīties,ievīstīties
tutans	duncis,nazis
tute	duncis,nazis
tūte-1	tūta
tūte-2	spēks,enerģija
tūtējums	pūtiens,taurējiens
tutelēt	stostīties,stomīties
tūteniski	gareniski,salīcis
tutens	duncis,nazis
tūtere	tūta,turza
tūtēt	mānīt,krāpt
tutināt-1	pīpināt,taurēt
tutināt-2	vīstīt,ietīt,lutināt,likt,novietot,tupināt
tutināt-4	atbalstīt
tutināt-5	kaut
tūtināt	pīpināt,taurēt
tutins	tutenis,duncis
tūtiņdreijeris	vieglprātis
tūtiņdreijers	slaists
tutors	tjūtors
tūtot	taurēt,vaimanāt,raudāt
tutta	visa
tu-tū	nav,pazudis
tutū	pazudis
tutulēns	tubrālis,tudraugs
tutulēt-2	tīt,tīstīt
tutulība	tudraudzība
tutulis	kukulis
tutuļāt	sagatavot,izrīkot
tutuļoties	saģērbties,satīstīties
tuturāt	mocīt,kaut
tutūzis	cietums
tuvā	tuvs
tuvādāks	tuvākais
tuvai	tuvu
tuvains	tuvējs
tuvāties	tuvoties
tuvatne	tuvums
tuvcilvēks	tuvākais
tuve	tuvums
tuvējs	tuvīns
tuvene	tuviena
tuvenieks	tuvinieks,tuvumnieks
tuvenietis	tuvumnieks
tuvēnietis	tuvumnieks
tuvens	tuvīns
tuvi-2	tuvieši
tuvība	tuvums
tuviene	klātbūtne
tuvietis-2	tuvumnieks
tuvīgns	tuvīns
tuvijs	tuvējs
tuvīms	radniecisks,draudzīgs
tuvinājums	aproksimācija
tuvināties	tuvoties,pievērsties
tuvīne	tuvums
tuvinīca	tuviniece
tuvinieks	radinieks
tuvīnnieks	tuvinieks
tuvīns	tuvējs,aptuvens
tuvot	tuvināt
tuvoties	tuvināties
tuvotne	tuvums
tuvs	piemērots,atbilstošs
tūvu	tuvu
tuvumis	aptuveni,apmēram
tuvums	tuvība
tuza	tuze
tuze	dūzis
tuzene	tualete
tuzenis	tualete
tuzins	ducis
tuzis	tuze,tualete
tūzis	dūzis
tuznīgs	miegains
tūznīgs	tūļīgs
tuznīt	stenēt,tusnīt
tuzs	dūzis,dibens
tuža	tūļa
tūža	tūļa
tužāties	kavēties,vilcināties
tūžāties	tūļāties
tužekla	tūļa
tūžīgs	tūļīgs
tužināties	kavēties,vilcināties
tužīt	sūroties
tužīties	tūļāties,vilcināties
tūžoties	kavēties,vilcināties
TV	televīzija
tvaicene	lokomobile
tvaicēt	tveicēt
tvaicēties	karsēties
tvaicīgs	sutīgs
tvaikājs	garaiņi,suta
tvaikans	tvaikains
tvaiklaiva	tvaikonis
tvaikojs	tvaikains
tvaikojums	tvaicējums
tvaikot	tvaicēt
tvaikrati	lokomotīve
tvaikveidīgs	tvaikveida
tvaikvilcis	lokomotīve
tvana	tvans
tvanains	tvanīgs
tvanēt-1	tvanot
tvangains	tvaikains,dūmakains,miglains
tvangāt	grābt,ķert,turēt
tvangot	kalpot,vergot
tvanīgs	tveicīgs,stiprs,reibinošs
tvankt	smakt
tvanot	tvanēt
tvāns	tvans
tvaņķis	divnieks
tvarags	biezpiens
tvārags	biezpiens
tvāraka	biezpiens
tvāraks	biezpiens
tvarāt	tvarstīt
tvāre	žogs,šķērskoks
tvārmale	sētmale
tvarogs	vairogs
tvarstīties	tvarstīt
tvarsts	kampiens,ķēriens
tvarts	patvērums,aizstāvība,aizsargs,prāts,saprašana,kompaktdisks
tveds	tvīds
tveicēties	karsēties
tveicināt	karsēt
tveicinēt	tveicēt
tveicinēties	tveicēties,karsēties
tveiks	migla,tvans
tveiksme	tveikme,karstums
tvere	tvereklis,rokturis
tvereklis	rokturis,tvērējs
tverene	patvērums
tveres	knaibles
tvēriens	tvērums,ķēriens
tvēriņš	patvērums
tverme	saturs,tura,stāja,patvērums
tversme-1	patvērums,atspirdzinājums
tversme-2	karstums,versme
tvērsme	patvērums
tvert	just,uztvert,izprast,atveidot,iekļaut,interpretēt
tvertene	patvērums
tverties	uzturēties
tvertiņš	patvērums,miers
tverts	sīks,stingrs,izturīgs
tvest	elsot,stenēt,īdēt
tvīce	karstums,tveice
tvīcēt	tveicēt
tvīka	tvīkums,tveice,karstums,ilgas,ilgošanās
tvīkains	karsts,tveicīgs,tvīksmīgs
tvīkans	tveicīgs,karsts
tvīkolis	reibums,apskurbums
tvīkoņa	tvīkums
tvīksmains	stiprs,skurbinošs,tvīksmīgs,tīksmīgs
tvīksme	karstums,tveice,tīksme
tvīksmīgs	stiprs,skurbinošs,tvīksmains,tīksmīgs
tvīkt	karst,slāpt,sārtoties
tvīkums	slāpes
tvinat	gandrīz,taisni
tvincināt	tvīcināt,sāpēt
tvindeķis	tvīndeks
tvinkstēt	sāpēt
tvinkt-1	sāpēt
tvirtība	stingrums,izturība
tvirtne	tvertne,iepakojums
tvirts	stingrs,ciets,noteikts,spēcīgs,noturīgs,stiprs,skaidrs
tvirums	ietvars
tviste	tvists
tviterošana	tvītošana
tvīterošana	tvītošana
tvīterot	tvītot
tviters	tviteris
tvorags	biezpiens
tvoraks	biezpiens
tvorogs	biezpiens
tvoruks	biezpiens
tvosa	tvaiks,garaiņi,suta
twitter	čivināšana,tērzēšana
Tx	terapija
typha	vilkvālītes
tyroglyhoidea	miltērces
u-1	ū
u-2	vai
U	urāns,tu,jūs
u.	un
U.K.	Lielbritānija
UAH	grivna
uansteps	vansteps
uateroklozets	vaterklozets
uats	vats
uba	ubags
ubadzīgs	nabadzīgs
ubadzīgums	nabadzība
ubadzis	ubags
ubagāt	ubagot
ubagāties	ubagot
ubagot	lūgt,prasīt
ubagoties	ubagot
ubags	nabags,nabadzīgs
ubaģe	ubags
ubaģis	ubags
Ubbenorm	umurga
ubedze	ubadze
ubeika	nelaime,neveiksme,ķeza
ūbelēt-3	bārt
ūbelis	ūbele
ūbēt	saziedēt
ubi	kur
ūbiķis	ūpis
ūbināt	saukt
ubisters	nabags
ubīt	meklēt
ūbīt	saukt
uborka	bēres
ūbuļains	zilpelēks,ūbelains
ucas	šūpulis
ucenis	auns
ucens-1	auns
ucēt	ucāt
ucī	ucacā
ucins	auns
uciņāt	ucināt
ucīt	ucāt
ucītis-1	jērs
ucītis-2	šūpulis
uča	skolotāja
učāgs	skolotājs
učaks	skolotājs
učāt	šūpot
učāties	šūpoties
učene	skola,skolotāja
učēt	šūpot
učēties	šūpoties
učika	skolotāja
učiks	skolotājs
